author_did,kmeans_cluster,dbscan_cluster
did:plc:mmtm53p7y4iooqsrwutdn6bv,0,0
did:plc:mmtvjixouh633htrocbwo44f,0,0
did:plc:mmvzxxdqrqiojhrcu24yzbvy,0,0
did:plc:mmw5kwju7bs5x3ysddtiueu5,0,0
did:plc:mmx7bqqczvwsegkyx5tawddf,0,0
did:plc:mmyf6q54gps2iwi64wkjdbty,0,0
did:plc:mmyhtfdbr2sp3cft2kwojl4m,0,0
did:plc:mn2gv6fibkftdpqzav2kc6lc,0,0
did:plc:mn3naizyjlmz53e7pmmbhcva,0,0
did:plc:mn5ieplgovnfhr2szs42jjnr,0,0
did:plc:mn6mcy4vxfmiqpw7oxduoyz5,0,0
did:plc:mnaiopgght7ggxaovuskwbnr,0,0
did:plc:mnaxjbwz6qmmmf4e4odgdbee,0,0
did:plc:mne7vetkfvcnfq6l26s53l5x,0,0
did:plc:mnepsrfuuniedzk4mkcpocbk,0,0
did:plc:mnfi2dsbk4c3eync2yimkczw,0,0
did:plc:mnftldsgn7s4o5nua7vz7wn2,0,0
did:plc:mnfwpeir5m4zam3j6gexhuhn,0,0
did:plc:mngxqnyyssaw5uq3sft6ofsg,0,0
did:plc:mnhvtribdvkpsldyenvsptrf,0,0
did:plc:mnigemxnozmuwtpllkefa4sc,0,0
did:plc:mnits2gpvmcvfq327ckhf2nb,0,0
did:plc:mnoelatyrhojufjqknbgbpi2,0,0
did:plc:mnsm4pw62psmk6xicb25k4k6,0,0
did:plc:mntklsj36lt7pvuf7sxwiay5,0,0
did:plc:mnx5wadwy3jjpdf4gtsfzw7y,0,0
did:plc:mnxsknpvzq7yzxryu33u3h3v,0,0
did:plc:mnxwlfcvbzhv7o7b25segi46,0,0
did:plc:mnypof6svvc76zzzhzmxpvpf,0,0
did:plc:mnyu3afknppu2np5wtnncpqv,0,0
did:plc:mnyytoxpjsd6hfaggifsir3f,0,0
did:plc:mo4puahj3xfnjvetipa4p6qe,0,0
did:plc:mo5ol7hirwuzq3pk3fswxdys,0,0
did:plc:mob4vpxlxhardtzbivf2qjli,0,0
did:plc:mocbsa4drcbiiqnc7cjbve2u,0,0
did:plc:mofsp2dsiipllzmuu6nxlmq3,0,0
did:plc:mogkx5zbfohdcoayywgad7us,0,0
did:plc:moi2yq4vtovq3c66tkheejuc,0,0
did:plc:mojskteam3vf2cxxrzaut6hn,0,0
did:plc:mokdghfshi22yz2dsoykvvs7,0,0
did:plc:molzvfsixvbfdtmdx3otxq2g,0,0
did:plc:momkljfwuf5vfqqjk6nuome5,0,0
did:plc:momn2vehzcte6nssute7s3tf,0,0
did:plc:momtktabt5c5r5xuaka46wfe,0,0
did:plc:moovx57kv6pwfez6a4zk3ttx,0,0
did:plc:moqzigtpv3vmobpnt3gs7din,0,0
did:plc:mor4ruyocijdl5l3mbbusvpd,0,-1
did:plc:morb5xqvns6ghx2l4xdiktk7,0,0
did:plc:mot4ow2fyeyl55uy4n2p4v5e,0,0
did:plc:movn52m7eolpemw2tzha6gmo,0,0
did:plc:mowco3drch24phy6ob2vt6s4,0,0
did:plc:mowgeezlg27v3r6fmnbtr4ex,0,0
did:plc:moz2fuya3ey46x6tic7s6ner,0,0
did:plc:mozbwvu4h5wu7h7tsnmxjer6,0,0
did:plc:mozmqrmpdpuylqrokglfj56w,0,0
did:plc:mp2gqxftfyfbb4hqkpc6iz2v,0,0
did:plc:mp3muo4n6fhqobw5tl5fkfgt,0,0
did:plc:mp4e4pvumh4r5n6snyq3763u,0,0
did:plc:mp6ozdjib2cf4qtvj2ttfbrc,0,0
did:plc:mpa43z7u2yc5wlajvghcio3q,0,0
did:plc:mpap4s4nf5e55igi3t6iars5,0,0
did:plc:mpbq45nf2edmj2snohyttumo,0,0
did:plc:mpf7s65cdaxc6xpkyzttwuxt,0,0
did:plc:mpffkc3f4mo3hr5cu2ngzf5y,0,0
did:plc:mphou2nvdaypridtmtbufrcu,0,0
did:plc:mpignzhdkgkdmzfv6lxbypyi,0,0
did:plc:mpjyhfzowjexvfy26v7haqrm,0,0
did:plc:mplsby3cch6z5wy24mzsz7iz,0,0
did:plc:mpmabvpylkisiy6awaa3akqs,0,0
did:plc:mpmf6zt2rj3irdgp33utljdz,0,0
did:plc:mpmodxhanbuoepfjehsposdi,0,0
did:plc:mpqpr23p7sm2xoytdl7zffs3,0,0
did:plc:mpuzalllqtmvyswl4latefdr,0,0
did:plc:mpvivcve3y2fdlw7pmq7niwz,0,0
did:plc:mpvzjggxw6ecentpdyzsymck,0,0
did:plc:mpwm3l6alwa2zwgg62pm7ohy,0,0
did:plc:mq2l5wveicemcm7qveg7z4a7,0,0
did:plc:mq5wqfbaeiusxsjdv7evbnhs,0,0
did:plc:mq7e4jqd6wlwl35gckhbwcvv,0,0
did:plc:mq7j255hzcxgtqbdrzml3j7g,0,0
did:plc:mqcwt2q5jclfie3s7ng2sj2w,0,0
did:plc:mqgvvbgrex3dhp3bah75mhya,0,0
did:plc:mqh5sfltczryj4s3zo5rdyaj,0,0
did:plc:mqkkbahkuyhvuuylpihhewhe,0,0
did:plc:mqlbpiaub3si7urzbawvbjtx,0,0
did:plc:mqmp6tpraf3rkgov6db2lmna,0,0
did:plc:mqndu5myrtsavmul5hir54sj,0,0
did:plc:mqni557xex2iglcxqtzqhnvo,0,0
did:plc:mqnjw5cowwbkczqjdumnj26w,0,0
did:plc:mqonn2jva7oynmnxixwnh3io,0,0
did:plc:mqpk2po3jmcytcu7cqssaxiy,0,0
did:plc:mqr5j2radt24avweccttjtt2,0,0
did:plc:mqvklbggl32xcvwkcthfmoi7,0,0
did:plc:mr4fqqhe6hyc5ptr4asyp5yt,0,0
did:plc:mr4okkq6p4c46imc4yztekqf,0,0
did:plc:mr4xrtntykwi6pz2qh7klb2j,0,0
did:plc:mrdlmlqaclvj7nith6zysq2j,0,0
did:plc:mrearmrexpkli6by7p735uzd,0,0
did:plc:mrhix2qamxtzygeavyt36y4t,0,0
did:plc:mrhzkgr5giplkmibf2iy2fam,0,0
did:plc:mrioqvk45lzskqxcaap6uwby,0,0
did:plc:mritm5syhrrwri5gjte4ipqh,0,0
did:plc:mrkux5uljpxoaajyr5on7myg,0,0
did:plc:mrl6nipsxggr5e2zgozzpv3g,0,0
did:plc:mrlh2xotbgfzd5nxu42fjghd,0,0
did:plc:mrnph7xrzc762pk3m2ao5vrm,0,0
did:plc:mrnv54d5zpidw7onlugd6773,0,0
did:plc:mroegmrxizhq7suuqueu7r3v,0,0
did:plc:mronljvsd566ep223xylncbe,0,0
did:plc:mropepov2dvkcf74hs6nl3m3,0,0
did:plc:mrqgqvpcencoxmqvmb7dxshm,0,0
did:plc:mrrrqhkmywba3n33nrbr5trc,0,0
did:plc:mrt5tiofbq7j3fwpiuhevggr,0,0
did:plc:mrurwrj4p6iyfrycmn35uwtg,0,0
did:plc:mrwigdl2gfhjp52ikokfj4wg,0,0
did:plc:mrxeb2dt57o5s2bjf24ymoaz,0,0
did:plc:mrxglmmbbwfoss3ojukyq36q,0,0
did:plc:mrxuhkwlfsapegnhoilb4hgt,0,0
did:plc:ms434p5knoyk6iup34tkxgw2,0,0
did:plc:ms4gdmzplhqba3ag5vbmyic7,0,0
did:plc:ms4mgv33a5teszeqt2ucjzvt,0,0
did:plc:ms4vfnjptaqfxevpwwjhzis5,1,-1
did:plc:ms56rzuhbq3iw7knmvzttcrp,0,0
did:plc:ms66xvds6wshuyi5rpub5vot,0,0
did:plc:ms7h7bhrdye6rp43smy644rx,0,0
did:plc:ms7jzpmhobyaeyoxqf54czyt,0,0
did:plc:msacoiwclfvbgpiww6hzji5d,0,0
did:plc:msb74n73t2heaaacburngrwh,0,0
did:plc:msck24jwfvu5oujyvuim3pz3,0,0
did:plc:msdk2aah5edlcqw4uivpje36,0,0
did:plc:msk4g5mmjmy6qwascqdb6kqv,0,-1
did:plc:mstk35bd5c4dlbbr2pirqrdc,0,0
did:plc:msz2puuakxvhyhkpkuxulxls,0,0
did:plc:mt4sghcnbkxiwabgjraumtbp,1,-1
did:plc:mtbsim5fs3bihnpxgaq2hmls,0,0
did:plc:mtfaxzqle5h6stf7y6tmuxf7,0,0
did:plc:mtfctq4q7pnrabqbzmjomz5z,0,-1
did:plc:mtg62hgjkx2sjwfv6seikufu,0,0
did:plc:mtkzpcd2hzlrgdgo7amgm5rn,0,0
did:plc:mtlss6x3tzfn6kq2rzdmvos2,0,0
did:plc:mtn7qqgk7c2o5xumt3mfz5f7,0,0
did:plc:mtnqc5zd7d2ofesizj2ae3fo,0,-1
did:plc:mtp6fixcugl6bmcrqc3f3rny,0,0
did:plc:mtq5d3zcewduxocw7tlzro42,0,0
did:plc:mtrr6pjfldl2gklxitivj64d,0,0
did:plc:mtrvkza5bxikyizh562pxzip,0,0
did:plc:mts6afrmtn3ilbuxyypcbkei,0,0
did:plc:mttdfbjvflsojf4j66z3jchu,0,0
did:plc:mttdry5z3e2vhlueovyh3ro2,0,0
did:plc:mtufvp2ct7z4yxksryy7mwky,0,0
did:plc:mtvc6vvbqqdnmxpv54e2srv2,0,0
did:plc:mtvz5z3bfliiwwsjdojvks6u,0,0
did:plc:mtxtaemv37fbbazmfjwjzvg2,0,0
did:plc:mtyhh3lnmyj2fjdz45ccxuu4,0,0
did:plc:mu2bvddqoue5j24ddjzad6jt,0,0
did:plc:mu3msudktbkn4surql3zgxp5,0,0
did:plc:mu5lkbnbiy5dbnj43b4jz5xa,0,0
did:plc:mu6gsothymknlht4vrgwc5wi,0,0
did:plc:muad35nf7jgia35aneebp7nd,0,0
did:plc:mucanzg2sku26jvflkauddwb,0,0
did:plc:muexw4hcplogycabgipr7osk,0,0
did:plc:mufxtt4lvdllqmmb5nxkwv2w,0,0
did:plc:mujyeswm7aj5qcqwjdlolaju,0,0
did:plc:mukfgaa546if5jbp7s3kxft3,0,0
did:plc:mukm7mm2ohbqzuoejszthw4m,0,0
did:plc:mur3bpeagyeq72cz3rh7mnfp,0,0
did:plc:mutnk22fvzq4wkfhkck3n44w,0,0
did:plc:muvxp7sdylw5mr44jc2wnh4z,0,0
did:plc:muw7cjc2cubhivgptble3hfk,0,0
did:plc:mux42lasfssonjeipjalaaw2,0,0
did:plc:muxnlto3fydmylvqztyiq4yz,0,0
did:plc:muydj3x5fudobcskfmizfk7q,0,0
did:plc:mv5qd4muxy2efsa7hrdqwc7w,0,0
did:plc:mv63cv46aas3xcfq2nvnkmvk,0,-1
did:plc:mvbfuu25awtpka6uotp4ggoc,0,0
did:plc:mvd4454i36tybuuauw2mraw4,0,0
did:plc:mvdb6enxa34ikoiwqjejdawc,0,-1
did:plc:mvds57gggyj54rgmqqp5dhw2,0,0
did:plc:mvfvknqerhue6smgkwfajd2c,0,0
did:plc:mvigb6e3y32o3gu6wr2dxzho,0,0
did:plc:mvjb2d4v37nspckdfb5atcij,0,0
did:plc:mvk2ngvcjjhwpdfa5fx6xhrn,0,-1
did:plc:mvkwoyjkprrneyiargoyvc33,0,0
did:plc:mvkx6gm65js7iueof2btifr5,0,0
did:plc:mvmqw5h3tn5rv35agdhqxo6v,0,0
did:plc:mvnbkx2awcsyjpalhjkuullb,0,0
did:plc:mvnvc7exjyxy32tfnx7dkj3r,0,0
did:plc:mvos4vt6mmhdpj7avvd2grgt,0,0
did:plc:mvpup65ek2edpkpehxkb7mng,0,0
did:plc:mvvbilxwpfkxlph37t3gixsy,0,0
did:plc:mvw2ou6gncklzb76taii5zgp,0,0
did:plc:mvwr5rmxjcmukgrkkh2gdtjx,0,0
did:plc:mvwtc5mmdy66it2zyjrli3g2,0,0
did:plc:mvxlb2glt4y32qiisfzsnuly,0,0
did:plc:mvxpfsdquxbigzkwxw3q2nhw,0,0
did:plc:mw5apbywk3s7rzldaxw5rwki,0,0
did:plc:mw6mdywec6xkrh4xv66e2ail,0,0
did:plc:mwauc76lyynf7yzdte32i2r5,0,0
did:plc:mwb2aqikshxhip5nveygabsr,0,0
did:plc:mwbzv2jmw6nbianxpgli3vda,0,0
did:plc:mwff3qxvma6jppayjcoamsid,0,0
did:plc:mwgkqb3hfls3sekurpwl7i22,0,0
did:plc:mwglddwdvvcnxvpzha6u76co,0,0
did:plc:mwguh5qs4qsc3u4mnb4ayuau,0,0
did:plc:mwhav5kpruclpbbol5mdagxd,0,0
did:plc:mwhwedpelwxpith4atywafmb,0,0
did:plc:mwjjobzs2who4pdqaink3wpl,0,0
did:plc:mwjvf2zeosmkm4374ec7pw72,0,0
did:plc:mwn5o3f4mp2jjyvpx2svzqrp,0,0
did:plc:mworqrooykbzn2ipq3n7mgj6,0,0
did:plc:mwqczdfujgcbgezwmma7oyhi,0,-1
did:plc:mwscrrdfm4qwbzkp7jee5hkj,0,0
did:plc:mwtibha6ssg7wnh4thqgm6wa,0,0
did:plc:mwtkxxamwxlgwiuoptux3c2j,0,0
did:plc:mwvcooxtj2u7oir5bxboz6ik,0,0
did:plc:mwvfabyjqqn646wkw2q6wwi4,0,0
did:plc:mwwwsmqgfz4l3sna54s6gke7,0,0
did:plc:mwxmu2thkgkz4xl6ebnvrufa,0,0
did:plc:mwyowqrnwx6g2lhw74kcnylh,0,0
did:plc:mwzh7e5pr7cqm26dzapiazdc,0,0
did:plc:mx5atiiebd5iyzjzojco3mnu,0,0
did:plc:mx62ni2prhriaagd7jfa65zk,0,0
did:plc:mxad66edznzol3oz2mdhgjtm,0,0
did:plc:mxb5yq2blvth657z2pgdgxwe,0,0
did:plc:mxbbvfxh7rmepmzut7vlmiai,0,0
did:plc:mxdrvtympcbpln3lfpt6lcsq,0,0
did:plc:mxdsdotfpxh5vducsm65rhtd,0,0
did:plc:mxe3h62uiloqlxvfz6lccvmi,0,0
did:plc:mxgny6ydik4m2kkowp4mkgoo,0,0
did:plc:mxkfgkzoud6uvsbuqnj5dqwo,0,0
did:plc:mxo4zq3t2thgyr43uzi4jibt,0,0
did:plc:mxqhduugi5gnhmfvvmaoomao,0,0
did:plc:mxrblrevl3divnsgg47t7r7n,0,0
did:plc:mxs7caj5vazfqrbv6ofaqtbe,0,0
did:plc:mxsl5ngsymvtnya3aduql5u2,0,0
did:plc:mxsmjzf3brfxhcnyjpafwoaz,0,-1
did:plc:mxsqgo56ea5lppmnnpxfeoha,0,0
did:plc:mxty5du4uw2vxb5hyvshrfgv,0,0
did:plc:mxukub2be37dp3tem57coieu,0,0
did:plc:mxurlrngupp5vb3qrfvzytgs,0,0
did:plc:mxvkl6kv5bnjq7rsm3kj5u26,0,0
did:plc:mxzy666dygob7c7jxoggrroo,0,0
did:plc:my2k3s44pktrbt6kcikhtedn,0,0
did:plc:my42kedjbnlel6zeo5chz7ct,0,0
did:plc:my4mm7tlptlfix5odgf2zb56,0,0
did:plc:my4pt7t73lwsmx643xqpkjhm,0,0
did:plc:my4qlrqh4ks2zmpbp2ublsmt,0,0
did:plc:my5nqaajy3zon3bjyb7jwatd,0,0
did:plc:my6v2idihm3gn6hmkn7s25cs,0,0
did:plc:myaqkczmfefxc4g4tjjfvsmf,0,0
did:plc:mybo2zjbzeqnrcjevpdisdfg,0,0
did:plc:mydfqsdi4rpuirn23qfog3h5,0,0
did:plc:mydl4fr2oxkxhtkxrsce6bj6,0,0
did:plc:myeveg7yzsyf3e7dwaw46qoj,0,0
did:plc:myfijsoe5dwiwi2cthoxqv63,0,0
did:plc:mygd4ufl57qmyskl44z72hpc,0,0
did:plc:mygtilahxmbc3zoojfz3dm2v,0,0
did:plc:myj6ifm6nqacph2hkhertt5y,0,0
did:plc:myjf4y5m5jbof5jcoxchgerq,0,0
did:plc:myuf5jyyarvnaixublx3kafq,0,0
did:plc:myypba7d47gzqbyhczi3p6fn,0,0
did:plc:myze7nd3afea23uw7nsoiuey,0,0
did:plc:mz467rebwv5fna6dwusib2o4,0,0
did:plc:mz4i3leajrjwepvzanh5dw5h,0,0
did:plc:mzbjdwq2tkhttzjqbu34sa2n,0,0
did:plc:mzbmt6fkqz3yact23stgyg2r,0,0
did:plc:mzdubpqrs7pl4tvz3uzmqhus,0,0
did:plc:mzdushyyqxcwoawjtsszd4cm,0,0
did:plc:mzelytf5ia42s45xs242s3ow,0,0
did:plc:mzh55kgw7hezsezwk56omu3m,0,0
did:plc:mzj575fgm2uliyfyfb3vjcl3,0,0
did:plc:mzjkez3zcsc5imh4fbfhnzfc,0,0
did:plc:mzjtdfugt4hytoipafnrlysp,0,0
did:plc:mzjts6wsiuefzoo4cifvgaok,0,0
did:plc:mzlt2on7ahh6bitmix2dmwzb,0,0
did:plc:mzmfsdx467gd6237vhi32rt3,0,0
did:plc:mzpbguazvsxvcwd6ol3elj5l,0,0
did:plc:mzpsi6swywzv3lzho5y465hr,0,0
did:plc:mzq5vnvwuhxi3uuzxdqfg7yr,0,-1
did:plc:mztig36lvhigm2ellks2uzcw,0,0
did:plc:mztvkupbrb74vysqipxeeady,0,0
did:plc:mzyvmvzotb23nbq66m3iu7rr,0,0
did:plc:n223tvacwlc2bwn5xuhjxj6o,0,0
did:plc:n223wqq2fcoypfnbfxr4qp4e,0,0
did:plc:n22h5yskybce6t7bcqkt2xos,0,0
did:plc:n25xx7iwvjyil7hgtde6onun,0,0
did:plc:n26vfsdlwvnd7nm3otpwst26,0,0
did:plc:n2d3rnoxe66isuzodlu2t4a4,0,0
did:plc:n2efymzqvlmhllnx63hps4ug,0,0
did:plc:n2ga6mbq7o72ioostmkhrvxh,0,0
did:plc:n2gs7ukzpjdonjjpoqnufvem,0,0
did:plc:n2hjtomyjdxsurx254so776f,0,0
did:plc:n2lvqgc3brwodjddbkhya7e2,0,-1
did:plc:n2m7pxiot3dl4sjtwg6gnr6x,0,0
did:plc:n2n5zdyszjqiyl2gvdmz7cd6,0,0
did:plc:n2nxmrqilghpmndz2w4fkc5r,0,0
did:plc:n2nz66psax6brdxlnq5tjbeo,0,0
did:plc:n2oknbb34cttrzyhuaghls6l,0,0
did:plc:n2qd6jdq5ksujuxzh2bec3jy,0,0
did:plc:n2rcf2hjlhvivi2alflmx62p,0,0
did:plc:n2suaixxluv4f2djy6gu5xeu,0,0
did:plc:n2tgnbitzhahojepbfbrjmki,0,0
did:plc:n2xxhj7lamswwt7lr3grh7fc,0,0
did:plc:n2z6qje4wxapvvqsb2zt343x,0,0
did:plc:n2znwylmw6zvqwypx5z6tfpv,0,0
did:plc:n2zp2eoo2cxxu5pawnc3d745,0,0
did:plc:n32z67q2nlysbad6p57mlwx7,0,0
did:plc:n34hqhlpfybsllgvfj4a5jqm,0,0
did:plc:n36xjfxw4pcsvbo3jbub22nh,0,0
did:plc:n37d6fs3bdjvkbzb4ifalz6r,0,0
did:plc:n37ndbi7tluhrx5uja25gs5x,0,0
did:plc:n3afjwakjakxodzmogk5mn46,0,0
did:plc:n3cvbhurx5lbwtpnqa63ycfl,0,0
did:plc:n3djokhx2yjzuhm7f4zxiewk,0,0
did:plc:n3fbz4mqlhene3ruyjq5v2al,0,0
did:plc:n3hjosxx5ob322you3pjc4e2,0,0
did:plc:n3jb6e4zvspvvi6uexi2iy5r,0,0
did:plc:n3lhqhdio5ojqbqmwntfcwxb,0,0
did:plc:n3lvnmng4jjq6544tsujqxhn,0,0
did:plc:n3mtcpljir2mqueql5ua47hp,0,-1
did:plc:n3saq55uyp3747smjxiduoiu,0,0
did:plc:n3so7mgl3tiiosrzmkyszapv,0,0
did:plc:n3ssg4naudicvylpr6o5mrtq,0,0
did:plc:n3uqezdvlwc2zbgra2ydlq2l,0,0
did:plc:n3xay73qq5ssywuhnuytoqdb,0,0
did:plc:n424ncbb7naemin3k6seelui,0,0
did:plc:n42i376dms2uwl7rfxyiuaet,0,0
did:plc:n4bcl3vfrlczbd3yplimpyop,0,0
did:plc:n4bjjupdprscqoototbdgydh,0,0
did:plc:n4cri3clwd6ubvymwpfgsi3n,0,0
did:plc:n4dvorjnln6nbtkbvn5jynus,0,0
did:plc:n4e323zn6wqojvzpncqdvubl,0,0
did:plc:n4ia7itkxumdjzqrxo44mfh2,0,-1
did:plc:n4jg5vkx6wvqywbbcf5sx7p6,0,0
did:plc:n4l3ieficsec4zv5j2whlo2j,0,0
did:plc:n4o5au5pggdxjknfw4puld5i,0,0
did:plc:n4p5jagzw2tlpum22rpw36eq,0,0
did:plc:n4shwrvhg4zqqe7vuigimn6t,0,0
did:plc:n4wlrvz6ip3oggrbcurgabm5,0,0
did:plc:n4xpdf7pp243x5eambzgajtw,0,-1
did:plc:n4xviuekoatizckb2loddzqm,0,0
did:plc:n4xvogpdvigzat5vdcgs53g3,0,0
did:plc:n4yexg5gbilwg76fjcgvy4xw,0,0
did:plc:n4zkatfoz6i4hwrzjlfjauxc,0,0
did:plc:n4zoiwb5z7mooy3d4cxweldx,0,0
did:plc:n52jsewxgg2zp65ggprctppx,0,0
did:plc:n55jql5huoqefddv7l2dt3zv,0,0
did:plc:n574jv6nouuvzucv4ttnne4h,0,0
did:plc:n5f6mgg4yicla5z3e2blr3kz,0,0
did:plc:n5f6uncu3x4clb7ojao7aoo7,0,0
did:plc:n5gqcsenbaezr6oljybhxyvx,0,0
did:plc:n5it7uy6xtlxskq2ts7rzux3,0,0
did:plc:n5j6apzubhfbnngojmsu5fg6,0,0
did:plc:n5jdltlzkkvggggbkvezlaq5,0,0
did:plc:n5kzobrusvdfgxezmi252rt6,0,0
did:plc:n5mjgv5crldncxcmtnxoamer,0,0
did:plc:n5nlnwqz6tmpyg5mtxdpu32i,0,0
did:plc:n5p6bap3kyflimuy75qvn74p,0,0
did:plc:n5pfn5ulz5zwhzor57r6yffe,0,0
did:plc:n5qm7huljly2yghs5a4mgjbx,0,0
did:plc:n5qrp2xodfada3i5qxonqqqr,0,0
did:plc:n5s2cxnzuhsaemsz5uq5imrw,0,-1
did:plc:n5sjkfdjljo2hpczi3xxuz32,0,0
did:plc:n5uih43botcskdiupqlon6qg,0,-1
did:plc:n5vcknbex2vk3mjklwklponk,0,0
did:plc:n5vn7dakcsx467cznu3laszn,0,0
did:plc:n5vtqta6s725qr7ow5fz2ron,0,0
did:plc:n5w6cnzvnjm5f33swgvszrxn,0,0
did:plc:n5xdtczg5fgvrsqt3tzvvmbp,0,0
did:plc:n5yzqsiljmvxqbtswfnvjk5r,1,-1
did:plc:n5znobrbywozk2iay2vxj7lg,0,0
did:plc:n6262cgz4gknbm6ljfqrm2fb,0,0
did:plc:n65teeomzj5k6qaong2df5yu,0,0
did:plc:n67qusw64ekvbetzssz66r4s,0,0
did:plc:n6aprylaw7rwl34eoq3etqra,0,0
did:plc:n6bfrwlkkxwmed7kqzqgq4it,0,0
did:plc:n6bqoz2y2yo33vzehasnxrks,0,0
did:plc:n6bxf4mp3yf5djzfhsqdkr6a,0,0
did:plc:n6fd3knzqqvhsz6t4w2vdzth,0,0
did:plc:n6fnp7pvrnq3fpme3fjecexi,0,0
did:plc:n6heowum43kppktdogz7ht3o,0,-1
did:plc:n6iiqwxt5wu45jamble5ujqa,0,0
did:plc:n6iqkvicdus2ssj26ecw762y,0,0
did:plc:n6iy746u7mwju6nggpixspui,0,0
did:plc:n6jfvmvj2vaaqregemwkslxr,0,0
did:plc:n6jicijjwnrhkmmkbdv6ri6l,0,0
did:plc:n6misnenwr34z3xwnwpy225v,0,0
did:plc:n6mlugi4kfptqblpac4bgkie,0,0
did:plc:n6n2x4etzogim4zir7ay4an5,0,0
did:plc:n6pew3b6h5osnoutm43v62fm,0,0
did:plc:n6smmg42dhemnngg7uv2lgx6,0,0
did:plc:n6tsw2gujbvzmlvdcnu5yssd,0,0
did:plc:n6u6ypbuwxzfx26nzxl7wqmd,0,0
did:plc:n6v6abidankadpyzdm6ncmd4,0,0
did:plc:n6vch6lqknyv2r7h63bsby5w,0,0
did:plc:n6wrqtp2fyevbybftdvbuubu,0,0
did:plc:n6yfbq5qnsgaaslkfhhgvdyo,0,0
did:plc:n72enyg7av2edrspwehdt5mm,0,0
did:plc:n74mwdqqopfpeazsmvs36uiu,0,0
did:plc:n76cvxy45elcuou337mu2sfj,0,0
did:plc:n76nasqorsellt6j3izjsk22,0,0
did:plc:n77tzovlh2uezsaffxagagde,0,0
did:plc:n7cdgktjvfqvix63dqecsp56,0,0
did:plc:n7ceqnmqwagbtewdaiqlhdug,0,0
did:plc:n7d4tddmwzqhigcz4qwqquhk,0,0
did:plc:n7doyuy3usfs2wjokgrxhcja,0,0
did:plc:n7dv2riivnvrafg5tqvle3m3,0,0
did:plc:n7dz6yvv3lzp75r5e26jynzh,0,0
did:plc:n7g4cjywijjvjiaqgjddooz3,0,0
did:plc:n7gl3asfidt7ftsspovhifi7,0,0
did:plc:n7hp7ajjszitkxpgek7br4jh,0,0
did:plc:n7hvtb4ufrktz62zcqdrj7c7,0,0
did:plc:n7iq36tm2jhz7wey4zb4ms5n,0,0
did:plc:n7k7u5kqmdfbmjnf5opzhxco,0,0
did:plc:n7kd4awjp7efiw5abttt3ehj,0,0
did:plc:n7lu6umburdqswwqxqxdahnx,0,0
did:plc:n7mpiitqfwlk47nzagrgjcds,0,0
did:plc:n7pbavm4ygwdbwto5tyl7vmf,0,0
did:plc:n7pckppl2bztrhoyrtpzb53w,0,0
did:plc:n7rcweffvoji36bews3olcdt,0,0
did:plc:n7s5v5mkxz7ac5bfrqmpag5f,0,0
did:plc:n7t33jwk2oc7tyuvt7v45r6e,0,0
did:plc:n7vidozrgs3dnllkophkmvus,0,0
did:plc:n7z6s3rssyxhdcpi4cbj3bve,0,0
did:plc:na25lmff4skzukkgb3ea72p7,0,0
did:plc:na2ixb53wa5zwc4lnnczroaj,0,0
did:plc:na4xnxv32amlmr3ruhn756zg,0,0
did:plc:na6vtd7vpjqpfp5je35bi3hn,0,0
did:plc:nafktywj5p4hdqntviyfpa52,0,0
did:plc:nagt2asvtbbaxkfoxknlighs,0,0
did:plc:naiewxwtgfmxxolmjmnc4ltx,0,0
did:plc:naixl2ru3wz4oxbypke5ghsc,0,0
did:plc:nak5e3gxnggvbxlgpnjg25wj,0,0
did:plc:nakgwfa6miqjuelphtcv6dvc,0,0
did:plc:nakterjksca2kt3yovt3n54j,0,0
did:plc:nambxfif7y5cloilk55b6pmp,0,0
did:plc:nanqw6fisxd23c7qgtmrykyb,0,0
did:plc:naqoj5ohckdvcjlhlwa4cgw3,0,0
did:plc:narhwtn7xxmmcvzvk2bvuepd,0,0
did:plc:nav3gywjjjma4rljhp2u7ukl,0,0
did:plc:nb53lpt3k2c7fd2fhqadfqih,0,0
did:plc:nb6bcf2o2p64ove5q4hu72c7,0,0
did:plc:nb6uhiglzowsdcbgwv2itwa7,0,0
did:plc:nb6uoiib5hlevhtb6thlwn4u,0,0
did:plc:nb77f35hgmb5huejh7piwjda,0,0
did:plc:nb7apqwpymmylxayyc6acd74,0,0
did:plc:nb7mfvqeppy67j5adkah2ig2,0,0
did:plc:nbaaikccbtguxgc4y5epbcbi,0,0
did:plc:nbadsi3xt6kszej6il7l6pvb,0,0
did:plc:nbb6mai3hlnp264gkbfofhzm,0,0
did:plc:nbdigp25ndcuvddaj333xpri,0,0
did:plc:nbdx7ef4akzryb4nh3toc2bc,1,-1
did:plc:nbg3pfcgxc7kcdarhs6qx6ii,0,0
did:plc:nbh7lloaqongeqksmxhfqxtp,0,0
did:plc:nbidedxgsyjhu4nmj2jvgnev,0,0
did:plc:nbjpya2sjhe7mrzztokwdva5,0,0
did:plc:nblkfzawd42zaxkycspl6ggj,0,0
did:plc:nblkh4zeir2s3ntto3y3hama,0,0
did:plc:nbojqa5vwscrzmcp2bjsetqm,0,0
did:plc:nbsbxfwmy3kygavsmb6qebk4,0,-1
did:plc:nbt3g53higv5brloqambizbx,0,0
did:plc:nbty64y27xvunsxcaze27oxt,0,0
did:plc:nbujhvdniar7qdowegpnf233,0,0
did:plc:nbusrfdzoc2aw6ehycatqz34,0,0
